501,502,516,517,527,528,530,531,532,533,534,536,537,541,543,544,546,548,550,552,553,554,555,569,570,571,575,576,578,581,582,586,587,588,589,594,595,596,597,557,559,561,562,564,565,566,567,568,598,599
600,601,603,604,605,606,607,608,610,611,612,613,614,615,616,618,619,620,621,623,625,627,631,634,635,636,637,638,639,640,642,645,646,647,648,650,651,653,654,655,656,657,658,660,663,665,668,670,671,673,674,680,681,682,684,685,687,688,691,693,694,695,696,699
